# SchechterModified
2,3.4E-03,-20.30,-1.53,0.09
3,2.3E-03,-20.84,-1.60,-0.06
4,1.6E-03,-20.93,-1.69,-0.18
5,0.73E-03,-21.13,-1.78,-0.07
6,0.57E-03,-20.87,-1.87,0.05
7,0.20E-03,-21.13,-2.05,0.24
8,0.096E-03,-20.90,-2.20,0.23
9,0.018E-03,-21.15,-2.28,0.53
