# DPL
4,8.12E-4,-21.10,-1.87,-4.95
5,3.31E-4,-21.39,-1.94,-4.96
6,2.13E-4,-21.23,-2.14,-5.03
7,3.09E-4,-20.82,-2.05,-4.83
