# Schechter
2,4.0E-03,-20.28,-1.52
3,2.1E-03,-20.87,-1.61
4,1.69E-03,-20.93,-1.69
5,0.79E-03,-21.10,-1.74
6,0.51E-03,-20.93,-1.93
7,0.19E-03,-21.15,-2.06
8,0.09E-3,-20.93,-2.23
9,0.021E-03,-21.15,-2.33
10,0.0042E-03,-21.19,-2.38
