# https://arxiv.org/abs/2102.07775
2,-21.86,0,0.000003,0.000008,-0.000008
2,-21.11,0,0.00027,0.000089,-0.000089
2,-20.61,0,0.000661,0.000154,-0.000154
2,-20.11,0,0.001797,0.000231,-0.000231
2,-19.61,0,0.003031,0.000301,-0.000301
2,-19.11,0,0.004661,0.000353,-0.000353
2,-18.61,0,0.005855,0.000437,-0.000437
2,-18.11,0,0.007765,0.000617,-0.000617
2,-17.61,0,0.011541,0.000835,-0.000835
2,-17.11,0,0.010795,0.002006,-0.002006
2,-16.61,0,0.015992,0.003437,-0.003437
3,-22.52,0,0.000006,0.000005,-0.000005
3,-21.77,0,0.000076,0.000038,-0.000038
3,-21.27,0,0.000402,0.000078,-0.000078
3,-20.77,0,0.000769,0.000117,-0.000117
3,-20.27,0,0.001607,0.000157,-0.000157
3,-19.77,0,0.002205,0.000189,-0.000189
3,-19.27,0,0.003521,0.000239,-0.000239
3,-18.77,0,0.004557,0.000297,-0.000297
3,-18.27,0,0.006258,0.000437,-0.000437
3,-17.77,0,0.011417,0.000656,-0.000656
3,-17.27,0,0.010281,0.001368,-0.001368
4,-22.69,0,0.000005,0.000004,-0.000004
4,-22.19,0,0.000015,0.000009,-0.000009
4,-21.69,0,0.000144,0.000022,-0.000022
4,-21.19,0,0.000344,0.000038,-0.000038
4,-20.69,0,0.000698,0.000068,-0.000068
4,-20.19,0,0.001624,0.000131,-0.000131
4,-19.69,0,0.002276,0.000199,-0.000199
4,-19.19,0,0.003056,0.000388,-0.000388
4,-18.69,0,0.004371,0.000689,-0.000689
4,-17.94,0,0.01016,0.00092,-0.00092
4,-16.94,0,0.02742,0.00344,-0.00344
4,-15.94,0,0.02882,0.00874,-0.00874
5,-23.11,0,0.000001,0.000001,-0.000001
5,-22.61,0,0.000004,0.000002,-0.000002
5,-22.11,0,0.000028,0.000007,-0.000007
5,-21.61,0,0.000092,0.000013,-0.000013
5,-21.11,0,0.000262,0.000024,-0.000024
5,-20.61,0,0.000584,0.000044,-0.000044
5,-20.11,0,0.000879,0.000067,-0.000067
5,-19.61,0,0.001594,0.000156,-0.000156
5,-19.11,0,0.002159,0.000346,-0.000346
5,-18.36,0,0.00462,0.00052,-0.00052
5,-17.36,0,0.00878,0.00154,-0.00154
5,-16.36,0,0.02512,0.00734,-0.00734
6,-22.52,0,0.000002,0.000002,-0.000002
6,-22.02,0,0.000014,0.000005,-0.000005
6,-21.52,0,0.000051,0.000011,-0.000011
6,-21.02,0,0.000169,0.000024,-0.000024
6,-20.52,0,0.000317,0.000041,-0.000041
6,-20.02,0,0.000724,0.000087,-0.000087
6,-19.52,0,0.001147,0.000157,-0.000157
6,-18.77,0,0.00282,0.00044,-0.00044
6,-17.77,0,0.00836,0.00166,-0.00166
6,-16.77,0,0.0171,0.00526,-0.00526
7,-22.19,0,0.000001,0.000002,-0.000002
7,-21.69,0,0.000041,0.000011,-0.000011
7,-21.19,0,0.000047,0.000015,-0.000015
7,-20.69,0,0.000198,0.000036,-0.000036
7,-20.19,0,0.000283,0.000066,-0.000066
7,-19.69,0,0.000589,0.000126,-0.000126
7,-19.19,0,0.001172,0.000336,-0.000336
7,-18.69,0,0.001433,0.000419,-0.000419
7,-17.94,0,0.00576,0.00144,-0.00144
7,-16.94,0,0.00832,0.0029,-0.0029
8,-21.85,0,0.000003,0.000002,-0.000002
8,-21.35,0,0.000012,0.000004,-0.000004
8,-20.85,0,0.000041,0.000011,-0.000011
8,-20.10,0,0.00012,0.00004,-0.00004
8,-19.35,0,0.000657,0.000233,-0.000233
8,-18.60,0,0.0011,0.00034,-0.00034
8,-17.60,0,0.00302,0.00114,-0.00114
9,-21.92,0,0.000001,0.000001,-0.000001
9,-21.12,0,0.000007,0.000003,-0.000003
9,-20.32,0,0.000026,0.000009,-0.000009
9,-19.12,0,0.000187,0.00015,-0.00015
9,-17.92,0,0.000923,0.000501,-0.000501
10,-22.25,0,0.000002,0,0
10,-21.25,0,0.000001,0.000001,-0.000001
10,-20.25,0,0.00001,0.000005,-0.000005
10,-19.25,0,0.000034,0.000022,-0.000022
10,-18.25,0,0.00019,0.00012,-0.00012
10,-17.25,0,0.00063,0.00052,-0.00052
