# https://arxiv.org/abs/2208.01612
9,-23.03,1.0,6.95E-05,0,0
9,-22.03,1.0,7.67E-05,0,0
9,-21.03,1.0,4.00E-05,+9.42E-05,-3.85E-05
9,-20.03,1.0,4.08E-05,+9.60E-05,-3.92E-05
9,-19.03,1.0,2.24E-04,+1.87E-04,-1.46E-04
9,-18.03,1.0,1.12E-03,+1.03E-03,-0.90E-03
12,-23.21,1.0,5.85E-06,0,0
12,-22.21,1.0,6.40E-06,0,0
12,-21.21,1.0,5.00E-06,+11.56E-06,-4.27E-06
12,-20.21,1.0,1.31E-05,+1.75E-05,-0.89E-05
12,-19.21,1.0,2.40E-05,+2.38E-05,-1.40E-05
12,-18.21,1.0,1.42E-04,+1.97E-04,-1.10E-04
16,-23.59,3.0,2.42E-06,0,0
16,-20.59,3.0,6.62E-06,+8.84E-06,-4.49E-06
